trade_date,commid,open_price,high_price,low_price,close_price,clear_price,vol,hold
2020-5-15,CF2011,11740,11925,11725,11920,11855,1488,3880
2020-5-15,CF2101,11995,12170,11945,12150,12075,32890,54703
2020-5-15,CF2103,12240,12415,12220,12415,12405,1584,4826
2020-5-18,CF2005,11320,11450,11180,11250,11260,3878,39217
2020-5-18,CF2007,11390,11505,11235,11305,11375,11876,19574
2020-5-18,CF2009,11665,11800,11530,11590,11665,577122,394584
2020-5-18,CF2011,11950,12065,11815,11860,11935,655,3840
2020-5-18,CF2101,12190,12310,12040,12120,12170,41467,56590
2020-5-18,CF2103,12505,12560,12335,12370,12450,63,4860
2020-5-19,CF2005,11255,11520,11250,11385,11355,3001,0
2020-5-19,CF2007,11320,11615,11295,11440,11445,15365,18460
2020-5-19,CF2009,11625,11905,11585,11730,11740,761119,409830
2020-5-19,CF2011,11910,12155,11880,12010,12005,1226,3722
2020-5-19,CF2101,12155,12410,12100,12250,12230,56436,58131
2020-5-19,CF2103,12440,12630,12380,12500,12555,303,5058
2020-5-20,CF2007,11485,11665,11425,11520,11555,13054,18320
2020-5-20,CF2009,11740,11955,11715,11800,11845,635305,415751
2020-5-20,CF2011,12020,12220,12000,12080,12115,377,3727
2020-5-20,CF2101,12250,12465,12240,12305,12350,49883,60067
2020-5-20,CF2103,12540,12645,12485,12485,12500,629,5578
2020-5-20,CF2105,12655,12835,12630,12680,12740,1765,1460
2020-5-21,CF2007,11545,11570,11450,11525,11510,10401,18028
2020-5-21,CF2009,11820,11860,11725,11790,11795,456253,413854
2020-5-21,CF2011,12115,12135,12010,12070,12095,599,3739
2020-5-21,CF2101,12300,12370,12250,12320,12320,36862,61318
2020-5-21,CF2103,12510,12540,12445,12505,12485,606,6105
2020-5-21,CF2105,12710,12740,12640,12715,12695,1299,2523
2020-5-22,CF2007,11535,11585,11290,11325,11430,14654,17571
2020-5-22,CF2009,11830,11860,11550,11580,11695,550170,405249
2020-5-22,CF2011,12090,12130,11840,11875,11945,495,3807
2020-5-22,CF2101,12355,12385,12085,12115,12225,44787,61509
2020-5-22,CF2103,12525,12530,12285,12325,12360,657,6676
2020-5-22,CF2105,12730,12770,12470,12505,12590,1155,3014
2020-5-25,CF2007,11325,11365,11205,11350,11295,9810,17168
2020-5-25,CF2009,11575,11635,11455,11620,11565,410642,390558
2020-5-25,CF2011,11900,11920,11755,11905,11850,193,3845
2020-5-25,CF2101,12100,12175,11995,12155,12100,30957,63009
2020-5-25,CF2103,12335,12350,12205,12320,12280,24,6686
2020-5-25,CF2105,12500,12560,12390,12540,12485,316,3177
2020-5-26,CF2007,11370,11415,11300,11345,11345,5712,17506
2020-5-26,CF2009,11620,11685,11570,11630,11625,308511,391100
2020-5-26,CF2011,11955,11970,11870,11910,11945,270,3922
2020-5-26,CF2101,12175,12225,12110,12170,12165,21837,63629
2020-5-26,CF2103,12320,12400,12305,12360,12355,47,6703
2020-5-26,CF2105,12540,12610,12505,12565,12555,436,3401
2020-5-27,CF2007,11420,11460,11315,11330,11370,8088,16863
2020-5-27,CF2009,11700,11735,11585,11605,11650,415877,394640
2020-5-27,CF2011,12005,12025,11880,11895,11920,1081,3843
2020-5-27,CF2101,12230,12270,12120,12140,12190,32446,63144
2020-5-27,CF2103,12385,12465,12330,12345,12385,1522,8207
2020-5-27,CF2105,12635,12655,12520,12525,12580,342,3431
2020-5-28,CF2007,11315,11350,11220,11270,11285,7553,16624
2020-5-28,CF2009,11595,11630,11490,11560,11560,414492,402340
2020-5-28,CF2011,11890,11920,11790,11855,11865,618,3794
2020-5-28,CF2101,12130,12170,12030,12095,12105,41776,67346
2020-5-28,CF2103,12345,12355,12230,12355,12275,34,8226
2020-5-28,CF2105,12520,12560,12430,12485,12495,364,3540
2020-5-29,CF2007,11280,11280,11190,11200,11235,3428,16117
2020-5-29,CF2009,11565,11580,11470,11480,11520,315622,409820
2020-5-29,CF2011,11860,11860,11775,11780,11815,195,3791
2020-5-29,CF2101,12105,12120,12020,12025,12065,26213,67215
2020-5-29,CF2103,12270,12295,12230,12230,12255,58,8260
2020-5-29,CF2105,12515,12515,12415,12420,12455,328,3666
2020-6-1,CF2007,11170,11430,11120,11405,11255,7048,13652
2020-6-1,CF2009,11460,11720,11400,11695,11570,520646,374996
2020-6-1,CF2011,11750,12000,11710,11990,11920,6733,5657
2020-6-1,CF2101,12000,12260,11955,12225,12110,52535,67594
2020-6-1,CF2103,12185,12435,12160,12415,12365,133,8264
2020-6-1,CF2105,12375,12640,12345,12605,12470,519,3983
2020-6-2,CF2007,11345,11550,11340,11445,11455,3117,13618
2020-6-2,CF2009,11630,11845,11625,11740,11735,477470,376994
2020-6-2,CF2011,11935,12135,11915,12040,12015,8074,6947
2020-6-2,CF2101,12155,12375,12155,12270,12265,47102,67683
2020-6-2,CF2103,12395,12565,12360,12450,12440,131,8293
2020-6-2,CF2105,12575,12760,12550,12645,12660,519,4136
2020-6-3,CF2007,11460,11510,11425,11495,11480,7037,14260
2020-6-3,CF2009,11765,11800,11710,11785,11760,311167,376915
2020-6-3,CF2011,12060,12075,12000,12060,12035,5474,7311
2020-6-3,CF2101,12305,12330,12245,12315,12290,28401,69447
2020-6-3,CF2103,12475,12500,12450,12490,12485,93,8321
2020-6-3,CF2105,12685,12705,12640,12700,12675,370,4204
2020-6-4,CF2007,11515,11550,11390,11495,11465,2451,13503
2020-6-4,CF2009,11815,11840,11670,11780,11760,394322,374276
2020-6-4,CF2011,12065,12120,11955,12065,12035,9135,9202
2020-6-4,CF2101,12335,12370,12200,12310,12290,40703,71126
2020-6-4,CF2103,12520,12555,12410,12505,12480,179,8326
2020-6-4,CF2105,12725,12760,12590,12700,12680,583,4334
2020-6-5,CF2007,11460,11755,11445,11705,11615,1848,13860
2020-6-5,CF2009,11750,12045,11730,11985,11910,813882,411208
2020-6-5,CF2011,12005,12310,12005,12280,12165,12385,10263
2020-6-5,CF2101,12280,12560,12260,12500,12425,62718,71758
2020-6-5,CF2103,12465,12720,12465,12685,12595,182,8366
2020-6-5,CF2105,12660,12940,12660,12880,12795,1386,4462
2020-6-8,CF2007,11705,11865,11655,11705,11750,966,14063
2020-6-8,CF2009,12020,12155,11935,11985,12025,547678,403532
2020-6-8,CF2011,12285,12430,12225,12280,12300,8785,10517
2020-6-8,CF2101,12540,12665,12450,12520,12555,62986,73827
2020-6-8,CF2103,12660,12830,12650,12705,12665,1093,9386
2020-6-8,CF2105,12920,13040,12835,12880,12930,1155,5037
2020-6-9,CF2007,11715,11850,11625,11800,11760,762,14204
2020-6-9,CF2009,11985,12150,11900,12095,12035,453071,405502
2020-6-9,CF2011,12290,12435,12190,12375,12320,7633,10834
2020-6-9,CF2101,12525,12680,12435,12630,12565,42229,74522
2020-6-9,CF2103,12695,12855,12695,12820,12775,22,9376
2020-6-9,CF2105,12885,13035,12810,12995,12960,1233,5839
2020-6-10,CF2007,11750,11790,11710,11730,11740,648,14565
2020-6-10,CF2009,12030,12085,11990,12020,12035,319459,398961
2020-6-10,CF2011,12320,12370,12285,12315,12320,5673,10904
2020-6-10,CF2101,12580,12610,12515,12540,12560,31896,72478
2020-6-10,CF2103,12740,12770,12725,12725,12740,17,9373
2020-6-10,CF2105,12915,12980,12890,12910,12930,1046,6122
2020-6-11,CF2007,11730,11765,11570,11685,11685,659,14543
2020-6-11,CF2009,12025,12060,11850,11975,11975,458242,387017
2020-6-11,CF2011,12275,12345,12140,12260,12260,7947,10639
2020-6-11,CF2101,12540,12580,12355,12490,12485,44282,71732
2020-6-11,CF2103,12765,12765,12575,12670,12640,48,9382
2020-6-11,CF2105,12925,12940,12725,12850,12835,706,6196
2020-6-12,CF2007,11620,11670,11510,11570,11575,282,14412
2020-6-12,CF2009,11930,11965,11790,11855,11870,358170,377831
2020-6-12,CF2011,12210,12250,12080,12150,12155,5548,10718
2020-6-12,CF2101,12430,12475,12310,12395,12385,41519,72799
2020-6-12,CF2103,12640,12655,12500,12605,12535,37,9378
2020-6-12,CF2105,12790,12830,12675,12755,12775,1197,6536
2020-6-15,CF2007,11550,11665,11420,11435,11520,491,14250
2020-6-15,CF2009,11880,11955,11700,11715,11835,382153,375087
2020-6-15,CF2011,12180,12250,11995,12005,12125,7631,10723
2020-6-15,CF2101,12400,12480,12205,12215,12355,46776,72587
2020-6-15,CF2103,12625,12625,12400,12405,12490,57,9379
2020-6-15,CF2105,12780,12835,12570,12575,12730,1217,6949
2020-6-16,CF2007,11430,11560,11430,11540,11515,464,14376
2020-6-16,CF2009,11700,11860,11685,11835,11795,242077,362741
2020-6-16,CF2011,12005,12155,12005,12130,12100,4318,10915
2020-6-16,CF2101,12200,12390,12190,12370,12325,28572,74168
2020-6-16,CF2103,12390,12560,12390,12530,12525,37,9380
2020-6-16,CF2105,12565,12750,12555,12730,12670,445,7115
2020-6-17,CF2007,11585,11630,11470,11545,11540,358,14274
2020-6-17,CF2009,11880,11925,11755,11840,11830,282432,362708
2020-6-17,CF2011,12170,12220,12050,12135,12115,4107,11044
2020-6-17,CF2101,12405,12455,12265,12360,12345,36595,73264
2020-6-17,CF2103,12515,12610,12475,12530,12515,1578,7922
2020-6-17,CF2105,12750,12810,12625,12720,12710,547,7218
2020-6-18,CF2007,11550,11620,11545,11600,11590,269,14241
2020-6-18,CF2009,11845,11910,11820,11890,11865,200504,355520
2020-6-18,CF2011,12145,12200,12115,12180,12165,4427,11123
2020-6-18,CF2101,12375,12435,12340,12405,12385,19372,72725
2020-6-18,CF2103,12550,12605,12550,12585,12585,28,7920
2020-6-18,CF2105,12725,12800,12700,12780,12750,1574,6486
2020-6-19,CF2007,11600,11650,11560,11600,11605,475,14335
2020-6-19,CF2009,11890,11950,11845,11910,11900,256469,358467
2020-6-19,CF2011,12170,12240,12135,12195,12190,4136,11273
2020-6-19,CF2101,12400,12465,12370,12435,12415,29362,73057
2020-6-19,CF2103,12575,12650,12575,12610,12625,30,7916
2020-6-19,CF2105,12770,12825,12740,12800,12780,332,6528
2020-6-22,CF2007,11625,11635,11430,11440,11500,749,14091
2020-6-22,CF2009,11905,11930,11720,11730,11805,303766,389535
2020-6-22,CF2011,12210,12225,12030,12035,12105,6109,11685
2020-6-22,CF2101,12435,12460,12270,12285,12340,40398,78491
2020-6-22,CF2103,12605,12615,12470,12485,12510,138,7971
2020-6-22,CF2105,12810,12820,12645,12665,12710,631,6753
2020-6-23,CF2007,11450,11485,11375,11375,11445,1305,14195
2020-6-23,CF2009,11710,11780,11655,11670,11720,287816,396579
2020-6-23,CF2011,12025,12090,11980,11990,12040,5461,11776
2020-6-23,CF2101,12280,12330,12215,12225,12270,40214,81291
2020-6-23,CF2103,12480,12495,12415,12420,12455,46,7993
2020-6-23,CF2105,12665,12695,12595,12605,12650,1184,7283
2020-6-24,CF2007,11355,11405,11340,11360,11365,482,14394
2020-6-24,CF2009,11690,11720,11625,11650,11670,207415,386623
2020-6-24,CF2011,12015,12030,11945,11970,11990,2528,11796
2020-6-24,CF2101,12250,12275,12190,12215,12235,22044,82739
2020-6-24,CF2103,12450,12450,12400,12415,12415,31,7998
2020-6-24,CF2105,12615,12650,12570,12590,12605,526,7470
2020-6-29,CF2007,11315,11440,11315,11355,11350,2092,14811
2020-6-29,CF2009,11650,11755,11600,11665,11680,222506,384220
2020-6-29,CF2011,11970,12065,11920,11970,11995,3661,11697
2020-6-29,CF2101,12200,12310,12160,12215,12240,26139,82929
2020-6-29,CF2103,12405,12495,12355,12410,12410,15,7995
2020-6-29,CF2105,12550,12685,12525,12585,12610,680,7551
2020-6-30,CF2007,11310,11460,11310,11385,11365,2560,13963
2020-6-30,CF2009,11665,11755,11655,11675,11710,235086,378536
2020-6-30,CF2011,11985,12065,11975,11985,12025,4142,11813
2020-6-30,CF2101,12205,12315,12205,12240,12270,30064,82348
2020-6-30,CF2103,12440,12480,12435,12435,12460,22,8001
2020-6-30,CF2105,12605,12675,12590,12600,12640,534,7633
2020-7-1,CF2007,11265,11515,11265,11490,11320,1981,13755
2020-7-1,CF2009,11690,11820,11650,11785,11750,290187,365735
2020-7-1,CF2011,12000,12130,11970,12095,12070,5058,12059
2020-7-1,CF2101,12265,12380,12215,12360,12325,38487,85107
2020-7-1,CF2103,12435,12555,12410,12545,12505,23,7997
2020-7-1,CF2105,12575,12745,12575,12730,12695,710,7676
2020-7-2,CF2007,11580,11640,11560,11595,11600,1118,13542
2020-7-2,CF2009,11755,11945,11750,11890,11875,357024,356084
2020-7-2,CF2011,12060,12250,12060,12200,12175,10050,13127
2020-7-2,CF2101,12325,12515,12325,12470,12450,46646,88764
2020-7-2,CF2103,12590,12655,12590,12620,12630,284,7890
2020-7-2,CF2105,12700,12870,12700,12820,12810,1363,7939
2020-7-3,CF2007,11600,11705,11600,11655,11665,723,13797
2020-7-3,CF2009,11915,12015,11865,11950,11935,313140,349209
2020-7-3,CF2011,12220,12320,12175,12250,12240,8264,13673
2020-7-3,CF2101,12500,12600,12450,12525,12520,48054,94544
2020-7-3,CF2103,12645,12745,12645,12700,12705,233,7888
2020-7-3,CF2105,12870,12950,12815,12890,12890,1468,8511
2020-7-6,CF2007,11635,11730,11620,11720,11650,901,13682
2020-7-6,CF2009,11950,12045,11895,12025,11965,287379,350832
2020-7-6,CF2011,12260,12360,12200,12335,12280,9640,13547
2020-7-6,CF2101,12545,12635,12480,12600,12560,62637,98407
2020-7-6,CF2103,12715,12800,12660,12760,12720,75,7909
2020-7-6,CF2105,12900,12990,12840,12950,12920,1181,8794
2020-7-7,CF2007,11740,11740,11560,11645,11680,636,13758
2020-7-7,CF2009,12040,12065,11860,11950,11975,306641,336902
2020-7-7,CF2011,12370,12380,12170,12245,12280,7613,13320
2020-7-7,CF2101,12625,12640,12440,12535,12550,57573,99116
2020-7-7,CF2103,12760,12770,12625,12700,12715,29,7907
2020-7-7,CF2105,12975,12985,12800,12880,12910,1095,8766
2020-7-8,CF2007,11610,11680,11585,11610,11630,1675,13017
2020-7-8,CF2009,11950,12005,11880,11925,11935,257574,341609
2020-7-8,CF2011,12250,12300,12180,12240,12230,7920,13812
2020-7-8,CF2101,12540,12590,12470,12525,12520,37756,102957
2020-7-8,CF2103,12720,12740,12660,12700,12705,45,7907
2020-7-8,CF2105,12880,12945,12830,12870,12870,1209,8824
2020-7-9,CF2007,11600,11820,11600,11815,11735,3890,11862
2020-7-9,CF2009,11925,12135,11925,12110,12040,390688,337383
2020-7-9,CF2011,12245,12425,12245,12425,12350,9790,13380
2020-7-9,CF2101,12550,12715,12525,12705,12640,66672,104181
2020-7-9,CF2103,12725,12870,12725,12870,12785,26,7918
2020-7-9,CF2105,12900,13075,12890,13065,13005,2092,9083
2020-7-10,CF2007,11830,11915,11705,11750,11775,3942,9790
2020-7-10,CF2009,12125,12250,11970,12055,12110,559611,328385
2020-7-10,CF2011,12440,12550,12280,12360,12405,9587,13446
2020-7-10,CF2101,12725,12835,12565,12640,12690,84597,104851
2020-7-10,CF2103,12895,12990,12740,12810,12825,230,7720
2020-7-10,CF2105,13065,13185,12920,12990,13070,3383,10199
2020-7-13,CF2007,11750,11870,11750,11825,11835,1276,9455
2020-7-13,CF2009,12040,12200,12030,12130,12130,320848,329611
2020-7-13,CF2011,12340,12500,12340,12445,12435,12527,13786
2020-7-13,CF2101,12610,12790,12610,12725,12720,59123,108473
2020-7-13,CF2103,12930,12930,12870,12875,12910,158,7576
2020-7-13,CF2105,12985,13140,12980,13080,13075,1211,10438
2020-7-14,CF2007,11780,11780,11615,11615,11635,1275,0
2020-7-14,CF2009,12130,12160,11945,11995,12045,321436,322146
2020-7-14,CF2011,12415,12465,12260,12310,12340,9684,14780
2020-7-14,CF2101,12725,12745,12540,12595,12635,62875,108871
2020-7-14,CF2103,12845,12890,12740,12800,12780,753,6880
2020-7-14,CF2105,13065,13100,12900,12970,13010,1470,10542
2020-7-15,CF2009,11980,12105,11975,12080,12050,264530,314367
2020-7-15,CF2011,12250,12420,12250,12395,12350,8960,13423
2020-7-15,CF2101,12565,12705,12565,12670,12650,52190,109207
2020-7-15,CF2103,12795,12860,12795,12855,12825,24,6883
2020-7-15,CF2105,12930,13055,12930,13025,13015,735,10567
2020-7-15,CF2107,0,0,0,0,13065,0,0
2020-7-16,CF2009,12090,12120,11915,11950,12015,277996,309311
2020-7-16,CF2011,12395,12435,12230,12260,12330,8619,13478
2020-7-16,CF2101,12665,12715,12510,12545,12610,57111,109531
2020-7-16,CF2103,12835,12840,12700,12715,12775,56,6895
2020-7-16,CF2105,13065,13075,12880,12900,12960,2079,11589
2020-7-16,CF2107,0,0,0,0,13055,0,0
2020-7-17,CF2009,11925,12060,11925,11945,11985,237222,303568
2020-7-17,CF2011,12250,12370,12245,12270,12300,7306,14660
2020-7-17,CF2101,12535,12655,12520,12545,12580,47556,111198
2020-7-17,CF2103,12730,12785,12715,12760,12740,12,6894
2020-7-17,CF2105,12900,13010,12890,12910,12945,943,11781
2020-7-17,CF2107,13070,13070,13020,13045,13045,3,3
2020-7-20,CF2009,11930,11985,11875,11980,11930,211177,297613
2020-7-20,CF2011,12255,12305,12190,12290,12245,6894,15071
2020-7-20,CF2101,12545,12590,12470,12570,12525,51209,111694
2020-7-20,CF2103,12755,12755,12700,12700,12730,2,6894
2020-7-20,CF2105,12915,12945,12845,12945,12900,1701,12181
2020-7-20,CF2107,13060,13060,13060,13060,13060,2,5
2020-7-21,CF2009,12010,12140,11995,12080,12080,291352,296049
2020-7-21,CF2011,12310,12450,12310,12380,12390,11491,15255
2020-7-21,CF2101,12600,12725,12595,12655,12665,78763,113109
2020-7-21,CF2103,12870,12890,12810,12820,12845,58,6886
2020-7-21,CF2105,12950,13085,12950,13020,13035,1717,12350
2020-7-21,CF2107,13185,13215,13155,13155,13180,5,6
2020-7-22,CF2009,12080,12425,12060,12165,12235,644212,318286
2020-7-22,CF2011,12400,12720,12370,12470,12530,20411,15693
2020-7-22,CF2101,12650,12975,12640,12745,12795,150089,124468
2020-7-22,CF2103,12485,13120,12485,12930,12620,1320,7963
2020-7-22,CF2105,13040,13300,13010,13085,13170,3907,13629
2020-7-22,CF2107,13240,13365,13240,13365,13325,6,5
2020-7-23,CF2009,12110,12215,12030,12070,12110,344758,303320
2020-7-23,CF2011,12400,12520,12340,12380,12420,12253,15885
2020-7-23,CF2101,12680,12790,12610,12650,12690,96342,128160
2020-7-23,CF2103,12890,12960,12800,12820,12905,149,7964
2020-7-23,CF2105,13055,13135,12965,13010,13030,1590,13659
2020-7-23,CF2107,13175,13175,13135,13135,13145,4,8
2020-7-24,CF2009,12050,12135,11950,12010,12045,374713,288334
2020-7-24,CF2011,12380,12445,12260,12305,12355,14903,15895
2020-7-24,CF2101,12620,12720,12520,12575,12630,95195,128553
2020-7-24,CF2103,12815,12890,12705,12785,12805,55,7988
2020-7-24,CF2105,12990,13065,12885,12940,12980,2266,13440
2020-7-24,CF2107,13080,13080,13035,13035,13060,4,12
2020-7-27,CF2009,11955,11995,11890,11935,11940,284530,294960
2020-7-27,CF2011,12265,12310,12205,12245,12255,10133,16914
2020-7-27,CF2101,12550,12575,12470,12510,12520,79784,133693
2020-7-27,CF2103,12740,12740,12665,12665,12700,56,7975
2020-7-27,CF2105,12915,12935,12830,12865,12880,1977,13970
2020-7-27,CF2107,12990,12990,12990,12990,12990,2,14
2020-7-28,CF2009,11935,12055,11930,11965,11980,237895,291429
2020-7-28,CF2011,12255,12365,12245,12265,12300,11291,17974
2020-7-28,CF2101,12510,12635,12505,12550,12555,72209,137662
2020-7-28,CF2103,12715,12805,12710,12730,12740,90,7927
2020-7-28,CF2105,12885,12985,12865,12910,12930,2169,13740
2020-7-28,CF2107,13070,13070,13005,13005,13040,2,15
2020-7-29,CF2009,11965,12090,11915,12070,11985,210060,287480
2020-7-29,CF2011,12275,12395,12230,12385,12300,6969,17855
2020-7-29,CF2101,12530,12675,12500,12660,12580,60308,137528
2020-7-29,CF2103,12710,12810,12710,12810,12775,7,7924
2020-7-29,CF2105,12905,13025,12865,13010,12935,1364,14106
2020-7-29,CF2107,13025,13065,13025,13045,13045,6,13
2020-7-30,CF2009,12110,12170,12025,12060,12105,336329,271999
2020-7-30,CF2011,12450,12485,12340,12370,12415,16197,17775
2020-7-30,CF2101,12690,12775,12630,12655,12705,121628,148231
2020-7-30,CF2103,12820,12950,12820,12850,12905,76,7969
2020-7-30,CF2105,13000,13120,12980,13005,13060,2346,14431
2020-7-30,CF2107,13140,13140,13140,13140,13140,1,12
2020-7-31,CF2009,12020,12090,11925,12010,12005,302078,266030
2020-7-31,CF2011,12345,12395,12240,12320,12310,13910,18192
2020-7-31,CF2101,12620,12675,12500,12600,12590,118730,153210
2020-7-31,CF2103,12820,12825,12690,12750,12755,257,7992
2020-7-31,CF2105,12945,13025,12855,12960,12940,3124,14810
2020-7-31,CF2107,12975,13055,12975,13055,13030,8,15
2020-8-3,CF2009,12040,12170,11950,12125,12060,282705,261441
2020-8-3,CF2011,12395,12480,12265,12435,12370,12903,18347
2020-8-3,CF2101,12610,12770,12545,12725,12660,125035,169553
2020-8-3,CF2103,12800,12940,12725,12890,12810,34,7977
2020-8-3,CF2105,12980,13110,12900,13070,13015,2038,15212
2020-8-3,CF2107,13055,13170,13055,13170,13085,26,37
2020-8-4,CF2009,12150,12190,12025,12055,12105,217284,259346
2020-8-4,CF2011,12480,12500,12345,12370,12415,11454,18912
2020-8-4,CF2101,12765,12800,12630,12660,12705,99772,175811
2020-8-4,CF2103,12890,12945,12810,12835,12870,77,7994
2020-8-4,CF2105,13095,13145,12980,13010,13065,3134,16385
2020-8-4,CF2107,13130,13130,13115,13115,13115,10,47
2020-8-5,CF2009,12080,12145,12050,12070,12090,205713,260154
2020-8-5,CF2011,12385,12455,12360,12390,12405,12011,18371
2020-8-5,CF2101,12665,12735,12650,12670,12690,79589,178896
2020-8-5,CF2103,12870,12905,12845,12860,12875,59,8011
2020-8-5,CF2105,13015,13080,13000,13020,13040,1052,16667
2020-8-5,CF2107,0,0,0,0,13115,0,47
2020-8-6,CF2009,12105,12280,12055,12275,12160,322274,241894
2020-8-6,CF2011,12400,12585,12370,12580,12460,21288,17686
2020-8-6,CF2101,12725,12895,12655,12890,12780,189524,208238
2020-8-6,CF2103,12870,13045,12870,13025,12985,122,8021
2020-8-6,CF2105,13040,13240,13005,13240,13140,3229,17375
2020-8-6,CF2107,13150,13325,13130,13325,13180,14,45
2020-8-7,CF2009,12290,12525,12240,12340,12375,469639,217389
2020-8-7,CF2011,12585,12835,12545,12650,12690,27353,16778
2020-8-7,CF2101,12920,13140,12850,12960,12990,376382,255894
2020-8-7,CF2103,13055,13250,13025,13155,13175,192,8069
2020-8-7,CF2105,13250,13470,13200,13320,13315,8622,20197
2020-8-7,CF2107,13355,13515,13355,13505,13465,15,50
2020-8-10,CF2009,12370,12375,12120,12140,12220,269846,192394
2020-8-10,CF2011,12675,12700,12440,12450,12525,17511,16825
2020-8-10,CF2101,12950,13000,12700,12735,12815,258896,260583
2020-8-10,CF2103,13180,13180,12910,12935,12975,265,8224
2020-8-10,CF2105,13320,13350,13060,13095,13150,5732,21902
2020-8-10,CF2107,13250,13250,13175,13220,13215,26,66
2020-8-11,CF2009,12150,12240,12140,12170,12180,151358,181863
2020-8-11,CF2011,12470,12535,12440,12470,12480,10640,17038
2020-8-11,CF2101,12740,12825,12720,12755,12770,154854,269176
2020-8-11,CF2103,12955,12990,12925,12950,12965,288,8320
2020-8-11,CF2105,13110,13190,13085,13125,13135,3924,23376
2020-8-11,CF2107,13240,13295,13240,13285,13270,10,58
2020-8-12,CF2009,12160,12290,12140,12280,12225,169981,153435
2020-8-12,CF2011,12450,12600,12450,12600,12535,20209,17883
2020-8-12,CF2101,12730,12915,12730,12905,12835,330027,294340
2020-8-12,CF2103,12950,13100,12950,13085,13035,121,8349
2020-8-12,CF2105,13110,13275,13105,13270,13205,4991,24015
2020-8-12,CF2107,13260,13335,13260,13335,13320,16,43
2020-8-13,CF2009,12275,12315,12150,12185,12210,80822,142720
2020-8-13,CF2011,12600,12630,12445,12495,12515,13312,18374
2020-8-13,CF2101,12905,12940,12735,12790,12815,219967,297453
2020-8-13,CF2103,13110,13120,12950,12990,12980,442,8673
2020-8-13,CF2105,13290,13305,13110,13170,13180,4836,25583
2020-8-13,CF2107,13415,13415,13250,13290,13310,6,44
2020-8-14,CF2009,12210,12240,12150,12215,12195,57456,131925
2020-8-14,CF2011,12495,12555,12455,12535,12500,12494,18929
2020-8-14,CF2101,12790,12865,12745,12840,12805,200131,300620
2020-8-14,CF2103,12980,13050,12950,13035,13000,219,8785
2020-8-14,CF2105,13170,13225,13115,13210,13175,3750,25949
2020-8-14,CF2107,13245,13325,13240,13325,13275,4,44
2020-8-17,CF2009,12225,12320,12175,12285,12250,70966,118107
2020-8-17,CF2011,12545,12635,12490,12610,12565,18782,18656
2020-8-17,CF2101,12840,12950,12785,12920,12870,273582,324531
2020-8-17,CF2103,13050,13130,12995,13110,13070,766,8460
2020-8-17,CF2105,13225,13325,13160,13285,13270,9742,28668
2020-8-17,CF2107,13355,13400,13355,13400,13385,4,48
2020-8-18,CF2009,12295,12335,12250,12285,12280,55627,107421
2020-8-18,CF2011,12610,12655,12565,12600,12595,16982,17281
2020-8-18,CF2101,12920,12970,12870,12900,12905,235198,335434
2020-8-18,CF2103,13125,13160,13070,13100,13095,97,8479
2020-8-18,CF2105,13295,13340,13245,13275,13280,4151,29242
2020-8-18,CF2107,13395,13410,13380,13390,13405,74,119
2020-8-19,CF2009,12300,12300,12205,12220,12250,34247,101077
2020-8-19,CF2011,12585,12625,12515,12535,12560,15113,17097
2020-8-19,CF2101,12895,12930,12810,12830,12865,213387,335250
2020-8-19,CF2103,13110,13110,13010,13030,13085,201,8544
2020-8-19,CF2105,13275,13300,13160,13175,13205,10494,28280
2020-8-19,CF2107,13380,13380,13295,13295,13320,5,118
2020-8-20,CF2009,12245,12260,12165,12225,12215,31764,96637
2020-8-20,CF2011,12555,12560,12460,12550,12525,13705,17499
2020-8-20,CF2101,12830,12870,12755,12850,12825,180687,329328
2020-8-20,CF2103,13030,13060,12960,13040,13040,185,8696
2020-8-20,CF2105,13185,13220,13110,13200,13170,2951,28177
2020-8-20,CF2107,13240,13300,13240,13300,13275,4,120
2020-8-21,CF2009,12250,12305,12175,12280,12245,39819,87593
2020-8-21,CF2011,12550,12640,12485,12615,12555,16462,17374
2020-8-21,CF2101,12845,12950,12795,12930,12875,278616,338650
2020-8-21,CF2103,13060,13100,12970,13100,13020,127,8625
2020-8-21,CF2105,13190,13295,13145,13285,13220,4403,28654
2020-8-21,CF2107,13330,13365,13270,13355,13335,8,123
2020-8-24,CF2009,12280,12335,12210,12290,12275,39048,78828
2020-8-24,CF2011,12595,12675,12535,12630,12600,18247,17627
2020-8-24,CF2101,12910,12990,12840,12945,12910,262465,344292
2020-8-24,CF2103,13040,13140,13010,13100,13040,464,8581
2020-8-24,CF2105,13280,13330,13180,13295,13255,7555,28241
2020-8-24,CF2107,13310,13450,13310,13400,13385,16,132
2020-8-25,CF2009,12380,12450,12280,12290,12355,29370,72028
2020-8-25,CF2011,12705,12755,12620,12650,12695,16520,18516
2020-8-25,CF2101,13110,13115,12920,12950,13005,288602,352068
2020-8-25,CF2103,13200,13210,13110,13125,13155,53,8581
2020-8-25,CF2105,13400,13465,13280,13305,13365,7283,28003
2020-8-25,CF2107,13470,13500,13400,13400,13460,18,136
2020-8-26,CF2009,12310,12345,12265,12325,12310,19338,64527
2020-8-26,CF2011,12665,12700,12610,12685,12655,7857,18270
2020-8-26,CF2101,12950,13005,12910,12985,12960,190524,356476
2020-8-26,CF2103,13150,13160,13105,13155,13135,17,8582
2020-8-26,CF2105,13315,13365,13260,13350,13315,4497,28999
